Dreȝ-ly 	<i>adv</i>. continuously, earnestly, S2, MD; <b>dryȝly</b>,patiently, S2.
Dridnes 	<i>sb</i>. dread, S2; see <b>Drednes</b>.
Drihten 	<i>sb</i>. Lord (only used for God, Christ), S; <b>dryhtin</b>, S;<b>dryhten</b>, S; <b>drigten</b>, S; <b>drigtin</b>,S; <b>drightin</b>, S2; <b>dryhte</b>, S;<b>drihte</b>, S; <b>dryȝte</b>, PP; <b>driȝte</b>, S, PP; <b>dryȝtyn</b>,S2.--AS. <i>dryhten</i>: OS. <i>drohtin</i>; cp. Icel. <i>dróttinn</i> andOHG. <i>truhtin</i> (Tatian). From AS. <i>dryht</i>, men., warriors, retainers:OS. <i>druht</i>; cp. OHG. <i>truht</i> and Icel. <i>drótt</i>.
Driht-ful 	<i>adj</i>. noble, S.
Dring 	<i>sb</i>. servant, S; <b>dringches</b>, <i>pl</i>., S; see <b>Dreng</b>.
Drink 	<i>sb</i>. drink, MD; <b>drinch</b>, S; <b>drinnch</b>, S; <b>drinc</b>, S2.
Drinken 	<i>v</i>. to drink, S; <b>drincken</b>, S; <b>dring</b>, <i>imp. s</i>., S;<b>dranc</b>, <i>pt. s</i>., S; <b>dronc</b>, S; <b>dronk</b>, S; <b>drunken</b>, <i>pl</i>., S;<b>dronken</b>, C2; <b>drongken</b>, S; <b>dranc</b>, S2; <b>i-drunke</b>, <i>pp</i>., S;<b>dronke</b>, C2. <i>Phr</i>.: <b>drinc-hail</b>, drink, hale! S.--AS. <i>drincan</i>,pt. <i>dranc</i> (pl. <i>druncon</i>), pp. <i>druncen</i>.
Drinkere 	<i>sb</i>. drinker, MD; <b>drinckares</b>, <i>pl</i>., S.
Drit 	<i>sb</i>. dirt, MD, W, W2; <b>dert</b>, S3.
Drit-cherl 	<i>sb</i>. dirt-churl (term of abuse), S.
Driuen 	<i>v</i>. to drive, rush, pass, go, S; <b>dryuen</b>, S; <b>drif</b>, S2;<b>draf</b>, <i>pt. s</i>., MD, S2; <b>drof</b>, S, S2; <b>droof</b>, MD, W, W2; <b>drofe</b>,S2; <b>driuen</b>, <i>pl</i>., S, MD; <b>dryuen</b> MD; <b>driueden</b>, W2; <b>driuen</b>,<i>pp</i>., MD; <b>driue</b>, C2; <b>dryuun</b>, W2.--AS. <i>drífan</i>, pt. <i>dráf</i>(pl. <i>drifon</i>), pp. <i>drifen</i>.
Driȝen 	. <i>v</i>. to sufferS; see <b>Dreȝen</b>.
Driȝte 	; see <b>Drihten</b>.
Drof 	<i>pt. s</i>. drove, S, S2; <b>droof</b>, W, W2; see <b>Driuen</b>.
Drof-lic 	<i>adj</i>. painful, MD. Cf. <b>Drouy</b>.
Drogen 	; see <b>Dreȝen</b>.
Drogges 	<i>sb. pl</i>. drugs, PP; <b>droggis</b>, S3; see <b>Drye</b>.
Droh 	<i>pt. s</i>. drew, S; see <b>Drawen</b>.
Dronk 	<i>pt. s</i>. drank, MD; <b>drone</b>, S; <b>dronke</b>, <i>pp</i>., C2; see<b>Drinken</b>.
Dronkelewe 	<i>adj</i>. given to drink, C3; see <b>Drunkelew</b>.
Dronkenesse 	<i>sb</i>. drunkenness, C3.
Drought 	<i>sb</i>. drought, MD, C (p. 1); <b>droughte</b>, C2; <b>drouhÞe</b>, S2;<b>drugte</b>, S; <b>drythe</b>, S2.--AS. <i>drugoðe</i>. See <b>Drye</b>.
Drounen 	<i>v</i>. to be drowned, to drown, MD; <b>drune</b>, MD; <b>drund</b>,<i>pt. pl</i>., S2. Cf. <b>Drunknen</b>.
Droupen 	<i>v</i>. to droop, <i>vultum dejicere</i>, MD, Palsg.; <b>drowpen</b>,C.--Icel. <i>drúpa</i>.
Droupnen 	<i>v</i>. to be cast down, MD; <b>drupnin</b>, S.
Drouen 	<i>v</i>. to trouble, MD; <b>druuy</b>, H; <b>droues</b>, <i>pr. pl</i>., MD;<b>droued</b>, <i>pp</i>., MD; <b>drouyd</b>, H; <b>druuyd</b>, H. Cf. <b>Dreuen</b>.
Drouing 	<i>sb</i>. trouble, S2, MD; <b>druuynge</b>, H.
Drouy 	<i>adj</i>. turbid, troubled, CM, S2; <b>droui</b>,MD.--Cp. AS. <i>dróf</i>, OS. <i>dróbi</i>, OHG. <i>truobi</i>, G. <i>trübe</i>.
Droȝ 	<i>pt. s</i>. drew, S, S2; <b>drou</b>, S, S2; <b>drow</b>, S2, C2;<b>drouȝ</b>, S2; <b>drouh</b>, S2; <b>drough</b>, C2; see <b>Drawen</b>.
Drubild 	<i>adj</i>. disturbed, H.
Drublen 	<i>v</i>. to disturb water, to trouble; <b>drubblyn</b>, Prompt.;<b>drobyl</b>, MD. Cf. <b>Drouen</b>.
Drubly 	<i>adj</i>. turbid, H; <b>drobly</b>, Prompt.
Drublynesse 	<i>sb. turbulencia</i>, Prompt.
Drublynge 	<i>sb</i>. disturbance, H.
Druerie 	<i>sb</i>. love, affection, also the object of affection, also ajewel, PP, MD, C2 (s. v. <i>love</i>); <b>drurye</b>, MD; <b>drurie</b>, S2, PP;<b>druery</b>, HD; <b>druwery</b>, PP; <b>drewrye</b>, MD; <b>drewery</b>, P;<b>drowryis</b>. <i>pl</i>., HD; <b>druries</b>, IíD.--AF. <i>druerie</i>*Prov. <i>drudaria</i>, from OHG. <i>drút</i>, dear, beloved (Otfrid). SeeNQ. (6. 4. 270).
Druggar-beste 	<i>sb</i>. the animal that has to pull forcibly, S3.
Druggen 	<i>v</i>. to pull with force, CM, C.--Cp. E. <i>drudge</i>.
Druiȝest 	2 <i>pr. s</i>. art dry, S2; see <b>Drye</b>.  [Addition]
Drund 	<i>pt. pl</i>. drowned, S2; see <b> Drounen</b>.
Drunk 	<i>sb</i>. draught, MD; <b>drunc</b>, S; <b>drunch</b>,S.--Cp. Icel. <i>drykkr</i>.
Drunkelew 	<i>adj</i>. given to drinking, W, Prompt.; <b>dronkelewe</b>, C3,PP; <b>dronkeleuh</b>, PP; <b>dronkenlewe</b>, PP; <b>drunkenlewe</b>, MD. See<b>-lewe</b>.
Drunken 	<i>sb</i>. drinking, S, MD.
Drunkennesse 	<i>sb</i>. drunkenness, MD; <b>dronkenesse</b>, C3, PP.
Drunknen 	<i>v</i>. to be drowned, to cause to drown, MD; <b>drunkenes</b>,<i>pr. s</i>., S2; <b>dronkenes</b>, S2.--AS. <i>druncnian</i>, to be drowned, to bedrunk. Cf. <b>Drounen</b>.
Drupnin 	<i>v</i>. to be cast down, S; see <b>Droupnen</b>.
Drurie 	; see <b>Druerie</b>.
Druuy 	<i>v</i>. to trouble, H; see <b>Drouen</b>.
Druuynge 	<i>sb</i>. trouble, H.
Drye 	<i>adj</i>. dry, MD, PP; <b>druye</b>, MD, S2; <b>drue</b>, MD; <b>dru</b>, S;<b>driȝe</b>, MD; <b>drie</b>, MD; <b>dreye</b>, C2, C. <i>Phr</i>.: <b>drui fot</b>, dryfoot, S.--AS. <i>dryge</i>; cp. Du. <i>droog</i>.
Drye 	<i>v</i>. to dry, to be dry, MD, G; <b>druiȝest</b>, 2 <i>pr. s</i>.,S2.--AS. <i>drygan</i>.
Drye 	<i>v</i>. to suffer, CM; <b>Dry3ed</b>,. <i>pt. s</i>.  continued, S2; seeDreȝen.
Drythe 	; see <b>Drought</b>.
Dryȝ 	<i>adj</i>. patient, S2. Cf. <b>Dreȝen</b>.
Dryȝly 	<i>adv</i>. patiently, S2.
DryȝteDryȝtyn 	; see <b>Drihten</b>.
Dubben 	<i>v</i>. (I) to dress, arm for battle, (2) to dub a knight bythe stroke with the flat of the sword, MD, S, PP; <b>dubbed</b>, <i>pp</i>., S,S2, PP; <b>dobbed</b>, PP; <b>doubed</b>, PP.--AF. <i>dubber</i>, to dress;cp. Icel. <i>dubba</i>, to arm, dress, also to dub, AS. <i>dubban</i>, to dub aknight, in Chron. ann. 1085; cp. OF. <i>aduber</i>, <i>adouber</i>, to arm(Roland).
Dubbing 	<i>sb</i>. decoration, adornment, S; the conferring ofknighthood, S.
Dubonure 	<i>adj</i>. mild, gentle, S2; see <b>Debonaire</b>.
Dude 	<i>pt. s</i>. did, S2; <b>duden</b>, <i>pl</i>., S; see <b>Don</b>.
Duelle 	<i>v</i>. to stay, S, W2; see <b>Dwellen</b>.
Duere 	<i>adj</i>. dear, S2; see <b>Dere</b>.
Duete 	<i>sb</i>. duty, MD; <b>dewtee</b>, MD; <b>dwete</b>, CM; <b>dewite</b>,S3.--AF. <i>duete</i>, debt, obligation, from OF. <i>dëu</i>, owed;Lat. <i>debitum</i>, pp. of <i>debere</i>.
Duhen 	<i>v</i>. to get on well, S; see <b>Duȝen</b>.
Duheðe 	<i>sb</i>. body of retainers, people, might, worth, dignity, S;<b>doweþe</b>, S; <b>douþe</b>, S2.--AS. <i>duguð</i>, worth, help, body of men,host.
Duk 	<i>sb</i>. leader, prince, duke, MD; <b>duc</b>, S2; <b>duyk</b>, W, W2;<b>douc</b>, MD; <b>duykis</b>, <i>pl</i>., W2.--AF. <i>duc</i>; Lat. <i>ducem</i>.
Dulce 	<i>adj</i>. sweet, S3.--Lat. <i>dulcem</i>.
Dule 	<i>sb</i>. grief, S3; see <b>Dole</b>.
Dully 	<i>adj</i>. dull, S3, DG; <b>dolly</b>, JD; <b>dowie</b>, JD.
Dumel 	<i>sb</i>. a stupid man, Manip.; <b>dummel</b>, a dumb man, Manip.;<b>dumble</b>, HD. See <b>Domb</b>.
Dun 	; see <b>Doun</b>.
DunDunne 	, <i>adj</i>. dun, dull brown, MD, Manip.; <b>donne</b>,MD.--AS. <i>dunn</i>; O. Ir. <i>donn</i>, <i>dond</i> (Windisch).
Dun 	<i>sb</i>. a dun horse; <i>Proverb</i>: Dun is in the myre, C3.
Dunchen 	<i>v</i>. to batter, S, Prompt.; <b>dunch</b>, to push,JD.--Cp. Dan. <i>dunke</i>, to thump.
Dune 	<i>sb</i>. din; see <b>Dyn</b>.
Dungon 	<i>sb</i>. dungeon, S2; see <b>Don-*joun</b>.
Dunt 	<i>sb</i>. blow, S, S2; see <b>Dent</b>. [Addition]
Dun-ward 	<i>adv</i>. downward, S; see <b>Doun</b>.
Dup 	<i>adj</i>. deep, MD; see <b>Deep</b>.
Duppen 	<i>v</i>. to dip, S2, MD; <b>dippen</b>, MD.--AS. <i>dyppan</i>, for*<i>dup-ian</i>, see SkD (p. 800), Sievers, 400.
Durance 	<i>sb</i>. endurance, S3; imprisonment, Sh.
Dure 	<i>adj</i>. dear, MD; see <b>Dere</b>.
Dure 	<i>sb</i>. door, S; <b>dur</b>, S3; see <b>Dore</b>.
Duren 	<i>v</i>. to last, C2, S2, S3, H; <b>dury</b>, MD; <b>duyre</b>, MD;<b>deore</b>, S2; <b>duyryng</b>, <i>pr. p</i>., S2; <b>durede</b>, <i>pt. s</i>.,S2.--AF. <i>durer</i>; Lat. <i>durare</i>, from <i>durus</i>, hard, unyielding.
Duresse 	<i>sb</i>. hardship, severity, MD, S3; <b>duresce</b>,MD.--AF. <i>duresse, duresce</i>; Lat. <i>duritia</i>, from <i>durus</i>.
Durlyng 	<i>sb</i>. darling, S; see <b>Derling</b>.
Durren 	<i>pr. pl</i>. dare, MD; <b>durre</b>, S; <b>duren</b>, S; see <b>Dar</b>.
Dusi 	<i>adj</i>. foolish, S, MD; <b>dysy</b>, MD; <b>desi</b>, MD.--AS. <i>dysig</i>.
Dusiliche 	<i>adv</i>. foolishly, MD; <b>de-*saly</b>, dizzily, S2;<b>desselic</b>, S2.
Dusken 	<i>v</i>. to grow dark, C.
Dusten 	<i>v</i>. to throw, toss, S; <b>duste</b>, <i>pt. s</i>., MD; <b>deste</b>, fellheadlong, MD.
Dutchkin 	<i>adj</i>. German-like, S3.
Dute 	<i>sb</i>. doubt, fear, S, S2; see <b>Doute</b>.
Dutten 	<i>v</i>. to shut, close, MD; <b>dittenn</b>, MD; <b>dutande</b>, <i>pr. p</i>.,S2; <b>dutt</b>, <i>pp</i>., MD; <b>dit</b>, MD.--AS. <i>dyttan</i>; see OET (p. 573).
Duyk 	<i>sb</i>. leader, prince, W, W2 ; see <b>Duk</b>.
Duȝen 	<i>v</i>. to get on well, to be fitting, to be worth, to avail,<i>valere</i>, MD; <b>duhen</b>, S; <b>dowen</b>, MD; <b>deah</b>, <i>pr. s</i>., MD; <b>deh</b>,MD; <b>deih</b>, S; <b>dugen</b>, <i>pl</i>., MD; <b>doucte</b>, <i>pt. s</i>., S; <b>dought</b>,MD; <b>dowed</b>, S2.--AS. <i>dúgan</i>, pret. pres. <i>déag (déah, dég</i>),pl. <i>dugon</i>, pt. <i>dohte</i>; cp. OHG. <i>tugan</i>.
Duȝeðe 	<i>sb</i>. nobles, S, MD; see <b>Duheðe</b>.
Duȝti 	<i>adj</i>. fit, excellent, brave, doughty, MD; <b>doughty</b>, C2, G;<b>douȝtiore</b>, <i>comp</i>., S2.--AS. <i>dyhtig</i>, strong.
Dwal 	<i>adj</i>. foolish, dull, erring, apostate, MD, SkD (p. 801);<b>dwales</b>, <i>sb. pl</i>. fools, S.--Cp. Goth. <i>dwals</i>, foolish.
Dwale 	<i>sb</i>. error, MD; <b>duale</b>, MD; <b>dwole</b>, MD, S(16. 1777.)--ONorth. <i>duala</i>, error (Mt. 24. 24); cp. AS. <i>dwola</i>.
Dwellen 	<i>v</i>. (1) to err, wander, (2) to loiter, stay, dwell, MD, G;<b>duelle</b>, S, W2; <b>dwelland</b>, <i>pr. p</i>., S2.--AS. <i>dwelian</i>, to err,also to make to err, to deceive; also <i>dwellan</i>, to deceive, tohinder, delay, also to remain, dwell; cp. Icel. <i>dvelja</i>, to tarry.
Dweole 	<i>sb</i>. error, MD; <b>dwele</b>, MD; <b>dwelle</b>,MD.--AS. (<i>ge)dweola</i>.
Dweoluhðe 	<i>sb</i>. error, foolishness, S.
Dwergh 	<i>sb</i>. dwarf, MD; <b>dwerk</b>, MD; <b>dwerf</b>, MD; <b>dwarfe</b>, MD;<b>dwerÞ</b> (for <b>dwerȝ</b>), S2.--AS. <i>dweorh</i>; cp. Icel. <i>dvergr</i>.
Dwilde 	<i>sb</i>. error, S, MD.--AS. <i>dwild</i>. See <b>Dwellen</b>.
Dwindle 	<i>v</i>. to waste away, Sh.
Dwinen 	<i>v</i>. to vanish away, to waste away, MD, HD; <b>dwynyn</b>,Prompt.; <b>dwynen</b>, S2; <b>dwynede</b>, <i>pt. s. (weak)</i>, MD.--AS. <i>dwínan</i>,pt. <i>dwán</i> (pl. <i>dwinon</i>), pp. <i>dwinen</i>.
Dwole 	; see <b>Dwale</b>.
Dyad 	<i>adj</i>. dead, S2; see <b>Deed</b>.
Dyed 	<i>pt. s</i>. coloured, C2; see <b>Deyen</b>.
Dyeuel 	<i>sb</i>. devil, S2; see <b>Deuel</b>.
DykDyke 	, <i>sb</i>. dike, ditch, S3; <b>dic</b>, S; <b>dich</b>, MD; <b>diche</b>, MD;<i>pl</i>., S; <b>dichen</b>, S.--AS. <i>díc</i>.
Dyken 	<i>v</i>. to make a ditch, to dig, S2; <b>idyket</b>, <i>pp</i>., S2.
Dyker 	<i>sb</i>. ditcher, S2, P; <b>dikere</b>, P.
Dyn 	<i>sb</i>. din, H, MD; <b>dynne</b>, H; <b>dene</b>, MD; <b>dyne</b>, PP; <b>dine</b>,MD; <b>dune</b>, MD.--AS. <i>dyne, dyn</i>.
Dyngen 	<i>v</i>. to beat, PP, H; <b>dang</b>, <i>pt. s</i>., MD, 83; <b>dong</b>, MD;<b>dange</b>, <i>pl</i>., S3; <b>dongen</b>, <i>pp</i>., S2; <b>dongyn</b>, H; <b>dongene</b>, HD.
Dyngis 	<i>sb. pl</i>. blows, H.
Dyngynge 	<i>sb</i>. beating, H.
Dys 	<i>sb. pl</i>. dice, C, P; see <b>Dee</b>.
Dys-playere 	<i>sb</i>. dice-player, P.
Dyttay 	<i>sb</i>. indictment, S3.--AF. <i>dite</i>; Lat. <i>dictatum</i>.
Dyvers 	<i>adj. pl</i>. divers, MD; <b>diverse</b>, MD.--AF. <i>divers</i>(pl. <i>diverses</i>); Lat. <i>diuersum</i>.
Dyuerseli 	<i>adv</i>. in diverse directions, W2.
Dyversen 	<i>v</i>. to make difference, to diversify, also to bedifferent, MD, Prompt.; <b>dyuersith</b>, <i>pr. s</i>., W; <b>diuerside</b>,<i>pt. s</i>., W.--OF. <i>diverser</i>.
Dyversitee 	<i>sb</i>. divers colours, W2.
Dyuynistre 	<i>sb</i>. a divine, C.--Late Lat. *<i>divinista</i>. See<b>Deuine</b>.
Dȝe 	<i>v</i>. to die, S2; see <b>Deyen</b>.
Dyȝt 	; see <b>Dihten</b>.
E 	; see <b>E*3e</b>
E- 	-<i>prefix</i>; see <b>*3e</b>-. Cf. <b>Eliche</b>.
Eadī3 	<i>adj</i>. wealthy, precious, happy, blessed, MD; <b>eadi</b>, S;<b>ædie</b>, S; <b>edie</b>, S; <b>eddi</b>, S; <b>edy</b>, S; <b>edye</b>, S.--AS. <i>éadðg</i>:Goth, <i>audags</i>. From AS. <i>éad</i>, a possession, happiness, also, rich,happy: Icel. auðr,wealthy; cp. OS. <i>ód</i>, property.
Eadmodien 	<i>v</i>. to humble, MD; <b>eadmode</b>, <i>pt. s</i>., MD; <b>admoded</b>,<i>pp</i>. as <i>adj</i>. lowly, S, MD.--AS. <i>éaðmodian</i>, from <i>éaðmod</i>humble. Cf. <b>Eðemoded, Edmod</b>.
Ealde 	<i>adj</i> old, S; see <b>Old</b>.
Ealde 	<i>sb</i>. an age, age, S; see <b>Elde</b>.
Ealdren 	<i>pl</i>. elders, chiefs; see <b>Alder</b>.
Ealre 	<i>gen</i>. of all, S; see <b>Al</b>.
Eam 	<i>1 pr. s</i>. am; see <b>Am</b>.
Earding-stowe 	<i>sb</i>. dwelling-place, S; see <b>Erdingstouwe</b>.
Earm 	<i>sb</i>. arm (of the body), S, MD; see <b>Arm</b>.
Earme 	<i>adj. pl</i>. poor; see <b>Arm</b>.
Earming 	<i>sb</i>. a wretched being, S; see <b>Erming</b>.
Earnynge 	<i>sb</i>. earning, S; see <b>Ernen</b>.
Eatelich 	<i>adj</i>. horrible, S; see <b>Atelich</b>.
Eað 	<i>adj</i>. easy, S; see <b>Eth</b>.
Eaðe 	<i>adv</i>. easily, S; see <b>Ethe</b>.
Ebrayk 	<i>adj</i>. Hebrew, S2.
Ebrisse 	<i>adj</i>. Hebrew, S.--AS. <i>ebreisc</i>.
Ecclesiaste 	<i>sb</i>. a preacher, C.--OF. <i>ecclesiaste</i> (Cotg.); ChurchLat. <i>ecclesiastes</i> (Vulg.); Gr. [Greek: hekklaesiastaes] (LXX), from[Greek: hekklaesia], an assembly.
Eche 	<i>adj</i>. each, S, S2, W; <b>ælche</b>, S, MD; <b>elc</b>, MD, S; <b>elch</b>,S; <b>elche</b>, MD; <b>alc</b>, MD, S; <b>alche</b>, MD, S; <b>eilc</b>, MD; <b>ilc</b>, MD,S; <b>ilk</b>, S (12. 97), S2, H; <b>ilch</b>, S; <b>ulc</b>, MD; <b>ulch</b>, S; <b>ulche</b>,MD; <b>æche</b>, MD; <b>ache</b>, S; <b>ech</b>, MD, S, S2; <b>ich</b>, MD, S, S3; <b>ych</b>,S2; <b>ewc</b>, MD; <b>euch</b>, MD, S; <b>uch</b>, S, S2; <b>uche</b>, P, H; <b>uich</b>, S;<b>uych</b>, S.--<i>Comb</i>.: <b>eche dayes</b>, daily, on each day, S2; <b>echedeyl</b>, every bit, entirely, S2; <b>ech on</b>, each one, S2, S3, C2; <b>echoon</b>, C2, W; <b>ech one</b>, S2; <b>ich on</b>, S3; <b>ich a</b>, S3; <b>uch one</b>, S2,P; <b>ilk an</b>, S2; <b>ilc kines</b>, of every kind, MD; <b>ilkines</b>, S; <b>ichwer</b>, everywhere, S.--AS. <i>ǽlc</i>, <i>elc</i>, ONorth. <i>ælc</i>,OMerc. <i>ylc</i>. The form <i>ǽlc</i> = <i>á</i> + <i>ge</i> + <i>lic</i>; cp. OHG.<i>io-gi-líh</i> (Tatian), G. <i>jeglich</i>. See Sievers, 347.
Eche 	<i>adj</i>. eternal, S; <b>echelìche</b>, <i>adv</i>., S.--AS. <i>éce</i>,<i>écelice</i>; cp. OHG. <i>éwic</i>, also <i>éwig</i> (Otfrid). See <b>Æ</b>.
Eche 	<i>sb</i>. increase, addition, S2, MD.--AS. <i>éaca</i>.
Eche 	<i>sb</i>. pain, MD; see <b>Ache</b>.
Echen 	<i>v</i> to increase, add, HD, CM, MD; <b>eken</b>, S, S3, H; <b>ayked</b>,<i>pt. s</i>., MD.--AS. <i>écean</i> (<i>écan</i>): OS. <i>ókian</i>.
Echte 	<i>sb</i>. possessions, S; see <b>Auhte</b>.
Eclipse 	<i>sb</i>. eclipse, PP; <b>eclypse</b>, Manip.; <b>enclips</b>, PP;<b>clips</b>, PP; <b>clyps</b>, S3.--Lat. <i>eclipsis</i>; Gr. [Greek: hekleipsis],failure.
Ecnesse 	<i>sb</i>. eternity, MD; <b>ecenisse</b>, <i>dat</i>., S; <b>ecenesse</b>, S;<b>echenesse</b>, MD; <b>ecchenesse</b>, S.--AS. <i>écnis</i>. See <b>Eche</b>.
Ed 	-<i>prefix</i>.--AS. <i>ed</i>-, cp. Goth, <i>id</i>-, back, again, OHG. <i>it</i>-,<i>ita</i>- (Tatian, Otfrid), as in <i>it-lón</i>, retribution; <i>it-málí</i>, feast(Tatian).
Ed-grow 	<i>sb</i>. after-math, <i>regermen</i>, Prompt.; <b>edgrew</b>, HD.
Ed-len 	<i>sb</i>. retribution, MD.--AS. <i>ed-léan</i>.
Edmod 	<i>adj</i>. humble, MD; see <b>Admod</b>.
Edmodi 	<i>adj</i>. humble, MD; see <b>Admodie</b>.
Edmodnesse<i>sb</i>. humility, S; see <b>Admodnesse</b>.
Ed-wit 	<i>sb</i>. reproach, S2.--AS. <i>ed-wít</i>; cp. OHG. <i>it-uuizzi</i>, atwitting (Otfrid), See <b>Ed-</b>.
Ed-witen 	<i>v</i>. to blame, S, P; <b>ead-witen</b>, S; <b>edwited</b>, <i>pt. pl</i>.,PP.--AS. <i>ed-wítan</i>; cp. Goth, <i>id-weitjian</i>, OHG. <i>ita-uuízón</i>(Tatian). Cp. E. <i>twit</i>.
Edy 	; see <b>Eadiȝ</b>.
Ee 	; see <b>Eȝe</b>.
Eek 	<i>conj</i>. also, C2, C3; <b>æc</b>, S; <b>ec</b>, S; <b>ek</b>, S, S2, P; <b>eik</b>,S3; <b>eke</b>, S, S2, S3, P; <b>eeke</b>, G.--AS. <i>éac</i>: Goth. <i>auk</i>.
Eelde 	; see <b>Elde</b>.
Eem 	<i>sb</i>. uncle, Prompt., CM; <b>eom</b>, S; æm, MD; <b>em</b>, MD; <b>eme</b>,S3, Voc., HD; <b>eyme</b>, S3; <b>eam</b>, HD.--AS. <i>éam</i>; cp. OHG. <i>óheim</i>.
Eese 	; see <b>Ese</b>.
Eest 	<i>adj</i>. and <i>sb</i>. east, W (Mt. 8. 11), MD; <b>est</b>, S, S2, C2,C3, Prompt.; <b>æst</b>, Prompt.--AS.  <i>éast</i>: Icel. <i>austr</i>;cp. OHG. <i>óst</i> (<i>óstana</i>, Otfrid).
Efenn 	; see <b>Euen</b>.
Effecte 	<i>sb</i>. effect, MD; <b>affecte</b>, H.--Lat.  <i>effectus</i>.
EfferEffeir 	; see <b>Afere</b>.
Effnenn 	<i>v</i>. to make equal or even, S; see <b>Euenen</b>. [Addition]
Effray 	<i>sb</i>. terror, S3; <b>fray</b>, S3. Cf.  <b>Affray</b>.
Efning 	; see <b>Euenynge</b>.
Eft 	<i>adv</i>. again, afterwards, S, S2, S3, C2, W; <b>æft</b>, MD; <b>efte</b>,S3.--AS. <i>eft</i>.
Efter 	<i>prep</i>. after, S, S2; see <b>After</b>.
Eft-sone 	<i>adv</i>. again, soon after, S, S2, C3; <b>eftsoone</b>, W;<b>efsone</b>, S2.--AS. <i>eftsóna</i>.
Eft-Sones 	<i>adv</i>. soon after, S.
Egal 	<i>adj</i>. equal, CM; <b>egalle</b>, S3, CM,--OF.  <i>egal</i>;Lat. <i>aequalem</i>.
Egalite 	<i>sb</i>. equality, CM.--OF. <i>egalite</i>; Lat. <i>aequalitatem</i>.
Egen 	; see <b>Eȝe</b>.
Egge 	<i>sb</i>. edge, W; <b>eg</b>, Voc., CM; <b>egges</b>, <i>pl</i>., MD; <b>eggez</b>,S2.--AS. <i>ecg</i>: OS. <i>eggia</i>, see Sievers, 258; cp. Lat. <i>acies</i>.
Eggement 	<i>sb</i>. instigation, C3.
Egggen 	<i>v</i>. to sharpen, to incite, provoke, MD, H, CM; <b>eggede</b>,<i>pt. s</i>., S2; <b>egged</b>, S3, P; <b>y-egged</b>, <i>pp</i>., MD; <b>i-egged</b>,MD.--Icel. <i>eggja</i>.
Eggyyng 	<i>sb</i>. instigation, S2, CM; <b>eggyngis</b>, <i>pl</i> H.
Eghe 	; see <b>Eȝe</b>.
Egle 	<i>sb</i>. eagle, C2, PP.--AF. <i>egle</i>, OF.  <i>aigle</i>; Lat. <i>aquila</i>.
Egleche 	<i>adj. pl</i>. war-like, S.--AS. <i>agléca</i>, <i>aglǽcea</i>, awarrior, <i>vexator</i> (Grein). See <b>Eȝe</b>.
Egre 	<i>adj</i>. eager, sharp, fierce, C2, PP.--AF.  <i>egre</i>,OF. <i>aigre</i>; Lat. <i>acrem</i>.
Egremoin 	<i>sb</i>. agrimony, C3; see <b>Agrimony</b>.
Ehe 	; see <b>Eȝe</b>.
Ehte 	<i>sb</i>. property, S; <b>echte</b>, S; see <b>Auhte</b>.
Eie 	; see <b>Eȝe</b>.
Eighte 	<i>num</i>. eight, C3; <b>eiȝte</b>, MD; <b>eihte</b>, PP; <b>eyhte</b>, PP;<b>aȝte</b>, S2; <b>aȝt</b>, S2; <b>æhte</b>, MD.--AS. <i>eahta</i> (<i>ahta</i>);cp. OHG. <i>ahto</i>, Lat. <i>octo</i>.
Eighte 	<i>ord</i>. eighth, G, PP.--AS. <i>eahtoðe</i>.  Cf. <b>Achtande</b>.
Eightene 	<i>num</i>. eighteen, MD; <b>æhtene</b>, S; <b>auchtene</b>,83.--AS. <i>eahta-téne</i>.
Eightetethe 	<i>ord</i>. eighteenth, C2.--AS.  <i>eahta-téoða</i>.
Eihte 	<i>sb</i>. property, S; <b>eyhte</b>, S; see <b>Auhte</b>.
Eild 	; see <b>Elde</b>.
Eire 	<i>sb</i>. journey, circuit, SkD. <i>Phr</i>.: <b>ane ayr</b>, on circuit,S3.--AF. and OF. <i>eire, eyre, oire, oirre</i>, from <i>errer, edrer</i>, tomake one's way, from Lat. <i>iter</i>, journey; see Constans.
Eiren 	<i>sb. pl</i>. eggs, PP; <b>eirun</b>, W2; see <b>Ey</b>.
Eise 	; see <b>Ese</b>.
EiselEisil 	, <i>sb</i>. vinegar; see <b>Aisille</b>.
Eisful 	<i>adj</i>. terrible, MD.--AS. <i>egesful</i>.
Eislich 	<i>adj</i> terrible, MD; <b>eiseliche</b>, S.--AS. <i>egeslic</i>:OS. <i>egislik</i>; from AS. <i>egesa</i>: OS. <i>egiso</i>, horror; cp. OHG. <i>egiso</i>(Otfrid).
Eisliche 	<i>adv</i>. terribly, S; <b>aisliche</b>, timorously,S3.--AS. <i>egeslice</i>.
Eiðer 	<i>adj</i>. either, S, S2; <b>æiðter</b>, MD; <b>ayþer</b>, S2; <b>aiþer</b>, S;<b>eyðer</b>, S, S2; <b>ethir</b>, W; <b>er</b>, S.--AS. <i>ǽ-g-hwæðer</i>; Sievers, 347.
Eken 	<i>v</i>. to ake, MD; see <b>Aken</b>.
Elch 	; see <b>Eche</b>.
